期數,開獎日期,今彩539中獎號碼,備註
2400,2015/04/30,"[1, 5, 6, 15, 28]",無
2399,2015/04/29,"[1, 7, 24, 29, 38]",無
2398,2015/04/28,"[2, 12, 13, 16, 39]",無
2397,2015/04/27,"[12, 13, 17, 22, 32]",無
2396,2015/04/25,"[27, 29, 31, 37, 38]",無
2395,2015/04/24,"[2, 17, 19, 29, 33]",無
2394,2015/04/23,"[5, 9, 22, 31, 35]",無
2393,2015/04/22,"[12, 16, 21, 34, 35]",無
2392,2015/04/21,"[1, 5, 7, 13, 39]",無
2391,2015/04/20,"[1, 5, 7, 14, 17]",無
2390,2015/04/18,"[7, 18, 21, 30, 32]",無
2389,2015/04/17,"[4, 12, 24, 36, 39]",無
2388,2015/04/16,"[6, 7, 12, 14, 24]",無
2387,2015/04/15,"[6, 17, 32, 33, 38]",無
2386,2015/04/14,"[2, 9, 13, 34, 36]",無
2385,2015/04/13,"[1, 3, 10, 12, 34]",無
2384,2015/04/11,"[8, 17, 25, 33, 37]",無
2383,2015/04/10,"[3, 9, 14, 18, 30]",無
2382,2015/04/09,"[15, 20, 22, 30, 37]",無
2381,2015/04/08,"[5, 11, 13, 22, 37]",無
2380,2015/04/07,"[12, 23, 25, 26, 30]",無
2379,2015/04/06,"[10, 12, 18, 21, 27]",無
2378,2015/04/04,"[2, 9, 12, 18, 35]",無
2377,2015/04/03,"[11, 12, 13, 33, 38]",無
2376,2015/04/02,"[1, 18, 24, 28, 35]",無
2375,2015/04/01,"[1, 2, 5, 7, 36]",無
2374,2015/03/31,"[12, 20, 23, 30, 33]",無
2373,2015/03/30,"[3, 12, 22, 26, 34]",無
2372,2015/03/28,"[6, 11, 18, 21, 33]",無
2371,2015/03/27,"[5, 9, 12, 27, 29]",無
2370,2015/03/26,"[5, 11, 16, 23, 25]",無
2369,2015/03/25,"[5, 7, 19, 32, 36]",無
2368,2015/03/24,"[1, 3, 19, 26, 35]",無
2367,2015/03/23,"[3, 7, 13, 16, 30]",無
2366,2015/03/21,"[1, 5, 8, 10, 28]",無
2365,2015/03/20,"[6, 10, 17, 22, 27]",無
2364,2015/03/19,"[13, 31, 34, 35, 36]",無
2363,2015/03/18,"[6, 21, 26, 27, 32]",無
2362,2015/03/17,"[3, 16, 34, 37, 38]",無
2361,2015/03/16,"[3, 15, 18, 19, 35]",無
2360,2015/03/14,"[6, 11, 15, 38, 39]",無
2359,2015/03/13,"[29, 30, 31, 32, 33]",無
2358,2015/03/12,"[3, 13, 18, 21, 31]",無
2357,2015/03/11,"[10, 15, 29, 33, 37]",無
2356,2015/03/10,"[17, 26, 34, 36, 37]",無
2355,2015/03/09,"[12, 16, 20, 28, 38]",無
2354,2015/03/07,"[3, 16, 17, 31, 33]",無
2353,2015/03/06,"[1, 2, 10, 11, 26]",無
2352,2015/03/05,"[9, 20, 26, 31, 38]",無
2351,2015/03/04,"[3, 11, 20, 29, 35]",無
2350,2015/03/03,"[23, 32, 33, 35, 36]",無
2349,2015/03/02,"[10, 15, 19, 23, 27]",無
2348,2015/02/28,"[8, 9, 11, 23, 28]",無
2347,2015/02/27,"[1, 12, 16, 30, 33]",無
2346,2015/02/26,"[8, 18, 29, 36, 39]",無
2345,2015/02/25,"[5, 11, 25, 26, 38]",無
2344,2015/02/24,"[11, 12, 14, 23, 27]",無
2343,2015/02/23,"[4, 23, 24, 25, 38]",無
2342,2015/02/21,"[2, 15, 18, 26, 31]",無
2341,2015/02/20,"[9, 10, 15, 19, 24]",無
2340,2015/02/19,"[3, 12, 21, 26, 30]",無
2339,2015/02/18,"[7, 12, 17, 25, 30]",無
2338,2015/02/17,"[1, 4, 17, 22, 29]",無
2337,2015/02/16,"[2, 14, 20, 27, 31]",無
2336,2015/02/14,"[4, 5, 8, 20, 33]",無
2335,2015/02/13,"[1, 4, 16, 23, 33]",無
2334,2015/02/12,"[2, 7, 20, 25, 32]",無
2333,2015/02/11,"[5, 6, 15, 23, 29]",無
2332,2015/02/10,"[7, 15, 17, 22, 25]",無
2331,2015/02/09,"[12, 25, 26, 28, 39]",無
2330,2015/02/07,"[4, 6, 16, 21, 31]",無
2329,2015/02/06,"[2, 14, 25, 30, 31]",無
2328,2015/02/05,"[7, 10, 20, 23, 36]",無
2327,2015/02/04,"[1, 13, 28, 35, 36]",無
2326,2015/02/03,"[9, 17, 22, 23, 29]",無
2325,2015/02/02,"[13, 17, 23, 29, 39]",無
2324,2015/01/31,"[4, 6, 16, 35, 37]",無
2323,2015/01/30,"[5, 13, 28, 29, 36]",無
2322,2015/01/29,"[2, 6, 9, 10, 26]",無
2321,2015/01/28,"[1, 5, 17, 27, 30]",無
2320,2015/01/27,"[9, 16, 17, 21, 28]",無
2319,2015/01/26,"[1, 2, 9, 10, 21]",無
2318,2015/01/24,"[5, 7, 12, 13, 15]",無
2317,2015/01/23,"[6, 7, 8, 10, 16]",無
2316,2015/01/22,"[1, 11, 15, 24, 32]",無
2315,2015/01/21,"[2, 16, 18, 32, 35]",無
2314,2015/01/20,"[2, 14, 17, 28, 32]",無
2313,2015/01/19,"[10, 12, 29, 37, 38]",無
2312,2015/01/17,"[4, 13, 23, 32, 39]",無
2311,2015/01/16,"[5, 9, 16, 28, 33]",無
2310,2015/01/15,"[9, 11, 12, 17, 34]",無
2309,2015/01/14,"[5, 12, 19, 30, 35]",無
2308,2015/01/13,"[12, 13, 26, 33, 39]",無
2307,2015/01/12,"[7, 15, 24, 34, 37]",無
2306,2015/01/10,"[4, 12, 26, 31, 37]",無
2305,2015/01/09,"[1, 8, 9, 11, 17]",無
2304,2015/01/08,"[12, 15, 21, 26, 29]",無
2303,2015/01/07,"[12, 13, 14, 36, 37]",無
2302,2015/01/06,"[16, 19, 20, 26, 36]",無
2301,2015/01/05,"[9, 10, 16, 24, 28]",無
2300,2015/01/03,"[9, 14, 28, 31, 32]",無
2299,2015/01/02,"[7, 9, 18, 28, 30]",無
2298,2015/01/01,"[10, 11, 21, 26, 32]",無
2297,2014/12/31,"[5, 19, 26, 30, 33]",無
2296,2014/12/30,"[4, 5, 21, 24, 26]",無
2295,2014/12/29,"[7, 19, 20, 26, 39]",無
2294,2014/12/27,"[11, 16, 28, 32, 34]",無
2293,2014/12/26,"[7, 27, 31, 33, 34]",無
2292,2014/12/25,"[16, 21, 26, 28, 29]",無
2291,2014/12/24,"[8, 19, 24, 33, 36]",無
2290,2014/12/23,"[11, 18, 21, 30, 38]",無
2289,2014/12/22,"[6, 8, 17, 27, 29]",無
2288,2014/12/20,"[4, 15, 17, 21, 22]",無
2287,2014/12/19,"[10, 15, 17, 22, 27]",無
2286,2014/12/18,"[4, 5, 16, 23, 32]",無
2285,2014/12/17,"[2, 4, 25, 26, 36]",無
2284,2014/12/16,"[4, 21, 22, 24, 34]",無
2283,2014/12/15,"[17, 20, 23, 26, 35]",無
2282,2014/12/13,"[17, 22, 25, 35, 37]",無
2281,2014/12/12,"[3, 17, 24, 36, 38]",無
2280,2014/12/11,"[11, 13, 32, 33, 37]",無
2279,2014/12/10,"[3, 11, 30, 33, 39]",無
2278,2014/12/09,"[4, 9, 13, 21, 32]",無
2277,2014/12/08,"[2, 8, 24, 27, 35]",無
2276,2014/12/06,"[1, 14, 18, 32, 37]",無
2275,2014/12/05,"[14, 16, 20, 25, 36]",無
2274,2014/12/04,"[11, 16, 18, 19, 28]",無
2273,2014/12/03,"[9, 20, 21, 23, 35]",無
2272,2014/12/02,"[17, 19, 22, 24, 37]",無
2271,2014/12/01,"[10, 12, 20, 27, 37]",無
2270,2014/11/29,"[2, 16, 18, 23, 30]",無
2269,2014/11/28,"[23, 26, 30, 34, 39]",無
2268,2014/11/27,"[2, 14, 19, 20, 35]",無
2267,2014/11/26,"[4, 5, 7, 15, 36]",無
2266,2014/11/25,"[3, 8, 14, 32, 37]",無
2265,2014/11/24,"[10, 18, 25, 26, 39]",無
2264,2014/11/22,"[5, 9, 10, 22, 25]",無
2263,2014/11/21,"[2, 24, 36, 37, 38]",無
2262,2014/11/20,"[7, 11, 25, 30, 38]",無
2261,2014/11/19,"[23, 27, 29, 32, 36]",無
2260,2014/11/18,"[14, 19, 23, 25, 26]",無
2259,2014/11/17,"[8, 16, 18, 19, 31]",無
2258,2014/11/15,"[16, 21, 25, 27, 37]",無
2257,2014/11/14,"[1, 4, 19, 22, 33]",無
2256,2014/11/13,"[8, 21, 27, 30, 37]",無
2255,2014/11/12,"[5, 6, 9, 12, 20]",無
2254,2014/11/11,"[8, 13, 20, 30, 34]",無
2253,2014/11/10,"[11, 19, 25, 37, 39]",無
2252,2014/11/08,"[16, 20, 24, 26, 38]",無
2251,2014/11/07,"[13, 17, 27, 34, 36]",無
2250,2014/11/06,"[5, 13, 26, 27, 28]",無
2249,2014/11/05,"[3, 8, 29, 34, 38]",無
2248,2014/11/04,"[9, 11, 16, 36, 37]",無
2247,2014/11/03,"[5, 12, 28, 29, 34]",無
2246,2014/11/01,"[11, 17, 34, 36, 37]",無
2245,2014/10/31,"[6, 11, 18, 27, 38]",無
2244,2014/10/30,"[8, 9, 14, 31, 34]",無
2243,2014/10/29,"[7, 15, 18, 20, 34]",無
2242,2014/10/28,"[5, 10, 27, 29, 30]",無
2241,2014/10/27,"[2, 3, 5, 23, 37]",無
2240,2014/10/25,"[5, 10, 27, 31, 39]",無
2239,2014/10/24,"[7, 12, 25, 33, 37]",無
2238,2014/10/23,"[3, 5, 14, 18, 19]",無
2237,2014/10/22,"[15, 19, 28, 29, 39]",無
2236,2014/10/21,"[2, 6, 19, 22, 33]",無
2235,2014/10/20,"[4, 9, 23, 32, 33]",無
2234,2014/10/18,"[9, 14, 23, 31, 36]",無
2233,2014/10/17,"[18, 19, 24, 35, 37]",無
2232,2014/10/16,"[1, 12, 26, 29, 32]",無
2231,2014/10/15,"[6, 9, 18, 29, 30]",無
2230,2014/10/14,"[5, 14, 21, 33, 35]",無
2229,2014/10/13,"[4, 14, 21, 27, 35]",無
2228,2014/10/11,"[5, 6, 9, 10, 22]",無
2227,2014/10/10,"[11, 19, 31, 35, 36]",無
2226,2014/10/09,"[9, 13, 18, 23, 32]",無
2225,2014/10/08,"[2, 5, 6, 17, 32]",無
2224,2014/10/07,"[4, 5, 19, 20, 22]",無
2223,2014/10/06,"[20, 21, 25, 27, 36]",無
2222,2014/10/04,"[5, 14, 16, 22, 33]",無
2221,2014/10/03,"[4, 5, 23, 35, 36]",無
2220,2014/10/02,"[4, 17, 36, 37, 39]",無
2219,2014/10/01,"[12, 17, 22, 37, 38]",無
2218,2014/09/30,"[5, 8, 14, 27, 28]",無
2217,2014/09/29,"[2, 3, 16, 22, 27]",無
2216,2014/09/27,"[5, 12, 14, 15, 23]",無
2215,2014/09/26,"[4, 26, 28, 38, 39]",無
2214,2014/09/25,"[13, 14, 27, 28, 39]",無
2213,2014/09/24,"[17, 28, 29, 30, 38]",無
2212,2014/09/23,"[5, 7, 8, 9, 17]",無
2211,2014/09/22,"[3, 4, 5, 7, 37]",無
2210,2014/09/20,"[3, 13, 15, 27, 36]",無
2209,2014/09/19,"[7, 10, 12, 18, 36]",無
2208,2014/09/18,"[1, 15, 22, 23, 38]",無
2207,2014/09/17,"[1, 10, 15, 26, 38]",無
2206,2014/09/16,"[13, 17, 23, 35, 36]",無
2205,2014/09/15,"[5, 13, 14, 16, 18]",無
2204,2014/09/13,"[8, 24, 27, 31, 37]",無
2203,2014/09/12,"[3, 13, 17, 20, 31]",無
2202,2014/09/11,"[18, 20, 23, 32, 35]",無
2201,2014/09/10,"[3, 10, 11, 16, 17]",無
2200,2014/09/09,"[2, 7, 19, 25, 39]",無
2199,2014/09/08,"[4, 17, 20, 30, 39]",無
2198,2014/09/06,"[14, 18, 31, 34, 38]",無
2197,2014/09/05,"[13, 15, 20, 32, 37]",無
2196,2014/09/04,"[13, 14, 15, 27, 30]",無
2195,2014/09/03,"[10, 17, 25, 33, 34]",無
2194,2014/09/02,"[16, 19, 24, 31, 38]",無
2193,2014/09/01,"[2, 11, 15, 25, 33]",無
2192,2014/08/30,"[20, 23, 25, 26, 37]",無
2191,2014/08/29,"[4, 5, 11, 16, 20]",無
2190,2014/08/28,"[5, 10, 22, 24, 36]",無
2189,2014/08/27,"[10, 17, 18, 23, 34]",無
2188,2014/08/26,"[15, 19, 28, 36, 39]",無
2187,2014/08/25,"[3, 10, 13, 23, 34]",無
2186,2014/08/23,"[8, 9, 11, 17, 30]",無
2185,2014/08/22,"[3, 4, 18, 37, 38]",無
2184,2014/08/21,"[10, 23, 29, 34, 36]",無
2183,2014/08/20,"[9, 15, 26, 37, 39]",無
2182,2014/08/19,"[12, 15, 32, 34, 38]",無
2181,2014/08/18,"[9, 18, 19, 20, 35]",無
2180,2014/08/16,"[6, 10, 16, 22, 26]",無
2179,2014/08/15,"[3, 7, 12, 20, 39]",無
2178,2014/08/14,"[19, 21, 29, 32, 34]",無
2177,2014/08/13,"[12, 16, 23, 30, 32]",無
2176,2014/08/12,"[3, 14, 23, 24, 37]",無
2175,2014/08/11,"[5, 18, 20, 28, 38]",無
2174,2014/08/09,"[13, 20, 25, 28, 30]",無
2173,2014/08/08,"[8, 18, 27, 31, 34]",無
2172,2014/08/07,"[10, 17, 18, 37, 39]",無
2171,2014/08/06,"[6, 8, 11, 15, 38]",無
2170,2014/08/05,"[1, 11, 16, 32, 39]",無
2169,2014/08/04,"[10, 12, 20, 23, 27]",無
2168,2014/08/02,"[5, 15, 24, 26, 29]",無
2167,2014/08/01,"[5, 9, 16, 18, 31]",無
2166,2014/07/31,"[1, 6, 20, 24, 33]",無
2165,2014/07/30,"[12, 23, 28, 37, 39]",無
2164,2014/07/29,"[2, 4, 26, 32, 35]",無
2163,2014/07/28,"[7, 11, 25, 26, 28]",無
2162,2014/07/26,"[2, 5, 12, 17, 33]",無
2161,2014/07/25,"[2, 10, 17, 20, 29]",無
2160,2014/07/24,"[3, 10, 13, 25, 39]",無
2159,2014/07/23,"[2, 7, 11, 12, 34]",無
2158,2014/07/22,"[6, 27, 28, 35, 38]",無
2157,2014/07/21,"[1, 7, 13, 19, 37]",無
2156,2014/07/19,"[3, 15, 18, 27, 35]",無
2155,2014/07/18,"[5, 9, 25, 34, 36]",無
2154,2014/07/17,"[3, 9, 11, 14, 34]",無
2153,2014/07/16,"[14, 18, 21, 26, 32]",無
2152,2014/07/15,"[14, 19, 25, 27, 28]",無
2151,2014/07/14,"[5, 10, 15, 17, 26]",無
2150,2014/07/12,"[5, 21, 32, 33, 35]",無
2149,2014/07/11,"[3, 23, 25, 34, 37]",無
2148,2014/07/10,"[3, 13, 20, 27, 32]",無
2147,2014/07/09,"[1, 15, 16, 17, 35]",無
2146,2014/07/08,"[9, 11, 13, 19, 30]",無
2145,2014/07/07,"[2, 13, 15, 29, 35]",無
2144,2014/07/05,"[9, 13, 17, 18, 33]",無
2143,2014/07/04,"[4, 9, 22, 32, 35]",無
2142,2014/07/03,"[2, 16, 19, 23, 28]",無
2141,2014/07/02,"[8, 10, 26, 34, 37]",無
2140,2014/07/01,"[13, 23, 28, 29, 31]",無
2139,2014/06/30,"[6, 13, 30, 34, 39]",無
2138,2014/06/28,"[2, 6, 10, 20, 30]",無
2137,2014/06/27,"[25, 32, 35, 36, 39]",無
2136,2014/06/26,"[2, 10, 11, 12, 30]",無
2135,2014/06/25,"[4, 13, 14, 30, 31]",無
2134,2014/06/24,"[2, 15, 27, 28, 38]",無
2133,2014/06/23,"[5, 12, 19, 34, 36]",無
2132,2014/06/21,"[2, 4, 18, 20, 29]",無
2131,2014/06/20,"[4, 10, 16, 24, 25]",無
2130,2014/06/19,"[1, 19, 30, 34, 39]",無
2129,2014/06/18,"[4, 12, 17, 23, 25]",無
2128,2014/06/17,"[5, 12, 13, 22, 36]",無
2127,2014/06/16,"[2, 14, 16, 36, 39]",無
2126,2014/06/14,"[11, 20, 23, 37, 38]",無
2125,2014/06/13,"[12, 19, 35, 37, 38]",無
2124,2014/06/12,"[4, 12, 14, 34, 35]",無
2123,2014/06/11,"[1, 11, 13, 17, 31]",無
2122,2014/06/10,"[14, 15, 16, 29, 31]",無
2121,2014/06/09,"[1, 7, 16, 17, 32]",無
2120,2014/06/07,"[4, 18, 26, 27, 30]",無
2119,2014/06/06,"[5, 7, 18, 30, 34]",無
2118,2014/06/05,"[12, 18, 24, 28, 38]",無
2117,2014/06/04,"[4, 10, 13, 29, 32]",無
2116,2014/06/03,"[1, 3, 26, 38, 39]",無
2115,2014/06/02,"[11, 13, 26, 34, 36]",無
2114,2014/05/31,"[9, 12, 16, 26, 31]",無
2113,2014/05/30,"[1, 7, 15, 18, 31]",無
2112,2014/05/29,"[7, 22, 23, 25, 28]",無
2111,2014/05/28,"[2, 8, 12, 20, 27]",無
2110,2014/05/27,"[13, 27, 31, 35, 39]",無
2109,2014/05/26,"[2, 5, 12, 19, 38]",無
2108,2014/05/24,"[2, 16, 27, 37, 38]",無
2107,2014/05/23,"[5, 16, 18, 20, 21]",無
2106,2014/05/22,"[10, 13, 29, 31, 32]",無
2105,2014/05/21,"[5, 7, 11, 20, 29]",無
2104,2014/05/20,"[12, 19, 30, 32, 35]",無
2103,2014/05/19,"[7, 8, 18, 19, 27]",無
2102,2014/05/17,"[3, 13, 17, 25, 37]",無
2101,2014/05/16,"[7, 9, 28, 31, 33]",無
2100,2014/05/15,"[6, 13, 21, 34, 35]",無
2099,2014/05/14,"[3, 14, 18, 28, 38]",無
2098,2014/05/13,"[5, 6, 12, 16, 31]",無
2097,2014/05/12,"[6, 9, 11, 14, 24]",無
2096,2014/05/10,"[1, 8, 17, 36, 37]",無
2095,2014/05/09,"[5, 25, 34, 36, 39]",無
2094,2014/05/08,"[1, 9, 27, 28, 36]",無
2093,2014/05/07,"[12, 19, 21, 36, 39]",無
2092,2014/05/06,"[5, 6, 23, 24, 39]",無
2091,2014/05/05,"[4, 8, 13, 21, 37]",無
2090,2014/05/03,"[3, 13, 14, 23, 37]",無
2089,2014/05/02,"[1, 8, 11, 14, 38]",無
2088,2014/05/01,"[10, 17, 22, 34, 39]",無
2087,2014/04/30,"[5, 6, 23, 26, 29]",無
2086,2014/04/29,"[3, 8, 21, 25, 33]",無
2085,2014/04/28,"[3, 17, 19, 22, 38]",無
2084,2014/04/26,"[8, 15, 23, 24, 33]",無
2083,2014/04/25,"[5, 7, 33, 38, 39]",無
2082,2014/04/24,"[4, 7, 16, 17, 35]",無
2081,2014/04/23,"[7, 14, 16, 26, 33]",無
2080,2014/04/22,"[4, 9, 25, 30, 39]",無
2079,2014/04/21,"[19, 20, 27, 29, 33]",無
2078,2014/04/19,"[4, 13, 35, 36, 37]",無
2077,2014/04/18,"[19, 27, 29, 37, 38]",無
2076,2014/04/17,"[4, 14, 18, 28, 29]",無
2075,2014/04/16,"[1, 3, 12, 29, 33]",無
2074,2014/04/15,"[6, 9, 14, 15, 36]",無
2073,2014/04/14,"[5, 6, 15, 24, 37]",無
2072,2014/04/12,"[14, 18, 25, 34, 38]",無
2071,2014/04/11,"[8, 11, 13, 16, 21]",無
2070,2014/04/10,"[7, 17, 20, 24, 31]",無
2069,2014/04/09,"[7, 9, 12, 16, 31]",無
2068,2014/04/08,"[16, 19, 20, 34, 35]",無
2067,2014/04/07,"[5, 9, 11, 31, 39]",無
2066,2014/04/05,"[4, 12, 21, 25, 30]",無
2065,2014/04/04,"[6, 9, 20, 24, 34]",無
2064,2014/04/03,"[1, 3, 12, 28, 31]",無
2063,2014/04/02,"[4, 7, 11, 20, 38]",無
2062,2014/04/01,"[1, 10, 14, 17, 34]",無
2061,2014/03/31,"[2, 22, 23, 34, 35]",無
2060,2014/03/29,"[11, 24, 26, 29, 35]",無
2059,2014/03/28,"[1, 2, 9, 11, 39]",無
2058,2014/03/27,"[1, 2, 7, 8, 14]",無
2057,2014/03/26,"[2, 17, 24, 34, 37]",無
2056,2014/03/25,"[2, 6, 11, 35, 38]",無
2055,2014/03/24,"[5, 17, 27, 36, 39]",無
2054,2014/03/22,"[8, 21, 23, 26, 38]",無
2053,2014/03/21,"[3, 8, 9, 14, 39]",無
2052,2014/03/20,"[1, 7, 17, 24, 34]",無
2051,2014/03/19,"[2, 7, 11, 12, 37]",無
2050,2014/03/18,"[12, 14, 16, 18, 35]",無
2049,2014/03/17,"[1, 4, 10, 23, 39]",無
2048,2014/03/15,"[6, 7, 23, 25, 31]",無
2047,2014/03/14,"[1, 14, 15, 36, 38]",無
2046,2014/03/13,"[6, 17, 24, 27, 33]",無
2045,2014/03/12,"[14, 19, 29, 31, 38]",無
2044,2014/03/11,"[13, 23, 25, 31, 38]",無
2043,2014/03/10,"[2, 13, 22, 34, 35]",無
2042,2014/03/08,"[9, 17, 18, 22, 23]",無
2041,2014/03/07,"[5, 16, 22, 23, 38]",無
2040,2014/03/06,"[15, 16, 22, 31, 35]",無
2039,2014/03/05,"[1, 4, 12, 13, 36]",無
2038,2014/03/04,"[1, 2, 7, 17, 25]",無
2037,2014/03/03,"[19, 25, 26, 30, 38]",無
2036,2014/03/01,"[5, 12, 16, 30, 36]",無
2035,2014/02/28,"[3, 20, 23, 24, 26]",無
2034,2014/02/27,"[3, 30, 31, 37, 38]",無
2033,2014/02/26,"[6, 17, 21, 35, 38]",無
2032,2014/02/25,"[3, 4, 7, 12, 22]",無
2031,2014/02/24,"[12, 13, 27, 33, 39]",無
2030,2014/02/22,"[13, 17, 27, 37, 38]",無
2029,2014/02/21,"[6, 7, 8, 10, 37]",無
2028,2014/02/20,"[4, 5, 15, 16, 19]",無
2027,2014/02/19,"[2, 5, 8, 17, 34]",無
2026,2014/02/18,"[13, 16, 30, 32, 38]",無
2025,2014/02/17,"[1, 6, 10, 16, 34]",無
2024,2014/02/15,"[4, 7, 14, 21, 22]",無
2023,2014/02/14,"[3, 8, 11, 21, 37]",無
2022,2014/02/13,"[4, 5, 6, 32, 33]",無
2021,2014/02/12,"[11, 13, 15, 16, 29]",無
2020,2014/02/11,"[11, 13, 20, 21, 28]",無
2019,2014/02/10,"[6, 9, 11, 14, 28]",無
2018,2014/02/08,"[2, 10, 21, 22, 33]",無
2017,2014/02/07,"[5, 13, 19, 32, 38]",無
2016,2014/02/06,"[2, 7, 20, 30, 36]",無
2015,2014/02/05,"[28, 29, 36, 38, 39]",無
2014,2014/02/04,"[11, 18, 21, 33, 37]",無
2013,2014/02/03,"[3, 8, 16, 22, 33]",無
2012,2014/02/01,"[21, 28, 29, 31, 37]",無
2011,2014/01/31,"[8, 19, 23, 24, 35]",無
2010,2014/01/30,"[17, 21, 23, 24, 34]",無
2009,2014/01/29,"[17, 19, 25, 37, 38]",無
2008,2014/01/28,"[2, 5, 10, 15, 19]",無
2007,2014/01/27,"[26, 27, 28, 30, 38]",無
2006,2014/01/25,"[2, 20, 30, 31, 38]",無
2005,2014/01/24,"[3, 21, 34, 37, 38]",無
2004,2014/01/23,"[5, 8, 16, 21, 30]",無
2003,2014/01/22,"[19, 24, 25, 29, 31]",無
2002,2014/01/21,"[4, 7, 11, 21, 27]",無
2001,2014/01/20,"[14, 21, 31, 34, 38]",無
2000,2014/01/18,"[2, 7, 15, 21, 38]",無
1999,2014/01/17,"[22, 24, 31, 32, 37]",無
1998,2014/01/16,"[5, 8, 9, 14, 23]",無
1997,2014/01/15,"[3, 18, 30, 31, 36]",無
1996,2014/01/14,"[9, 16, 17, 21, 34]",無
1995,2014/01/13,"[10, 11, 13, 35, 38]",無
1994,2014/01/11,"[6, 8, 10, 19, 32]",無
1993,2014/01/10,"[8, 13, 16, 26, 39]",無
1992,2014/01/09,"[6, 15, 17, 27, 33]",無
1991,2014/01/08,"[4, 6, 17, 28, 33]",無
1990,2014/01/07,"[5, 6, 10, 19, 23]",無
1989,2014/01/06,"[13, 16, 17, 31, 38]",無
1988,2014/01/04,"[5, 14, 19, 25, 39]",無
1987,2014/01/03,"[10, 27, 28, 32, 37]",無
1986,2014/01/02,"[8, 14, 19, 27, 30]",無
1985,2014/01/01,"[5, 13, 24, 26, 34]",無
1984,2013/12/31,"[16, 19, 30, 36, 38]",無
1983,2013/12/30,"[1, 5, 12, 16, 33]",無
1982,2013/12/28,"[5, 8, 13, 20, 26]",無
1981,2013/12/27,"[9, 11, 16, 17, 35]",無
1980,2013/12/26,"[12, 20, 26, 27, 31]",無
1979,2013/12/25,"[3, 4, 17, 33, 39]",無
1978,2013/12/24,"[8, 12, 15, 16, 27]",無
1977,2013/12/23,"[18, 20, 27, 31, 35]",無
1976,2013/12/21,"[3, 5, 19, 29, 37]",無
1975,2013/12/20,"[7, 13, 22, 28, 32]",無
1974,2013/12/19,"[15, 18, 20, 32, 39]",無
1973,2013/12/18,"[2, 4, 15, 27, 34]",無
1972,2013/12/17,"[6, 14, 20, 26, 35]",無
1971,2013/12/16,"[17, 32, 33, 35, 38]",無
1970,2013/12/14,"[20, 31, 32, 33, 39]",無
1969,2013/12/13,"[15, 18, 19, 29, 32]",無
1968,2013/12/12,"[3, 16, 20, 21, 30]",無
1967,2013/12/11,"[4, 6, 18, 25, 38]",無
1966,2013/12/10,"[4, 12, 26, 29, 30]",無
1965,2013/12/09,"[5, 11, 15, 24, 33]",無
1964,2013/12/07,"[18, 19, 22, 24, 28]",無
1963,2013/12/06,"[4, 20, 29, 31, 32]",無
1962,2013/12/05,"[4, 9, 21, 24, 34]",無
1961,2013/12/04,"[18, 26, 32, 33, 37]",無
1960,2013/12/03,"[5, 6, 18, 19, 29]",無
1959,2013/12/02,"[8, 30, 34, 35, 36]",無
1958,2013/11/30,"[14, 16, 18, 21, 26]",無
1957,2013/11/29,"[16, 21, 22, 30, 39]",無
1956,2013/11/28,"[1, 8, 10, 19, 37]",無
1955,2013/11/27,"[4, 15, 27, 37, 39]",無
1954,2013/11/26,"[9, 22, 31, 32, 34]",無
1953,2013/11/25,"[6, 18, 20, 23, 33]",無
1952,2013/11/23,"[17, 23, 32, 35, 37]",無
1951,2013/11/22,"[4, 5, 16, 30, 39]",無
1950,2013/11/21,"[7, 11, 20, 35, 38]",無
1949,2013/11/20,"[13, 17, 21, 33, 35]",無
1948,2013/11/19,"[15, 22, 31, 38, 39]",無
1947,2013/11/18,"[1, 3, 6, 8, 15]",無
1946,2013/11/16,"[2, 7, 11, 17, 27]",無
1945,2013/11/15,"[3, 8, 13, 33, 37]",無
1944,2013/11/14,"[6, 13, 15, 18, 20]",無
1943,2013/11/13,"[17, 29, 32, 33, 38]",無
1942,2013/11/12,"[3, 13, 19, 29, 31]",無
1941,2013/11/11,"[1, 5, 19, 21, 29]",無
1940,2013/11/09,"[22, 24, 27, 36, 39]",無
1939,2013/11/08,"[14, 15, 21, 34, 39]",無
1938,2013/11/07,"[10, 13, 19, 34, 38]",無
1937,2013/11/06,"[3, 14, 18, 22, 33]",無
1936,2013/11/05,"[5, 7, 16, 35, 37]",無
1935,2013/11/04,"[4, 17, 22, 26, 31]",無
1934,2013/11/02,"[12, 21, 26, 29, 32]",無
1933,2013/11/01,"[9, 13, 23, 24, 30]",無
1932,2013/10/31,"[4, 18, 26, 29, 36]",無
1931,2013/10/30,"[9, 32, 34, 38, 39]",無
1930,2013/10/29,"[9, 15, 24, 28, 29]",無
1929,2013/10/28,"[9, 15, 17, 19, 33]",無
1928,2013/10/26,"[9, 11, 16, 27, 33]",無
1927,2013/10/25,"[4, 14, 22, 33, 35]",無
1926,2013/10/24,"[14, 20, 31, 33, 36]",無
1925,2013/10/23,"[9, 16, 25, 35, 36]",無
1924,2013/10/22,"[4, 20, 29, 30, 38]",無
1923,2013/10/21,"[4, 14, 29, 37, 39]",無
1922,2013/10/19,"[1, 20, 23, 25, 38]",無
1921,2013/10/18,"[6, 14, 28, 29, 38]",無
1920,2013/10/17,"[5, 7, 14, 16, 37]",無
